Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2021-09-28,Katie,Books,Non-fiction,InvalidPrice,Danielle Mills,sampsonadam@example.org,147 Gibson Center Suite 939- Port Michaelmouth- AK 79353,001-490-941-8680x3543,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Sea,1,642.11,129.27,512.84,221,74,147
2022-03-20,Wanda,Toys,Educational,268.61,Richard Franklin,luke58@example.org,724 Yolanda Corners Suite 401- Lake Danielbury- MS 89799,+1-643-260-2496x1944,Bronze,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Air,11,2954.71,41.5,2913.21,183,70,113
2022-04-15,NonExistentProduct,Electronics,Mobile,847.43,Jason Adams,ssimmons@example.net,882 Yvonne Course Suite 051- Elizabethchester- CT 48685,342-978-8671x81384,Silver,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Air,25,21185.75,238.3,20947.45,139,136,3
2023-07-05,Fred,Books,Academic,951.53,Shirley Anderson,gpugh@example.org,297 Rodriguez Rapid- Evansburgh- WI 08001,+1-469-752-7204x2036,Silver,Soto-Rivera,West Denise,805-650-6257x5876,Group,Air,10,9515.3,8.79,9506.509999999998,311,277,34
2021-12-15,Justin,Electronics,Headphones,InvalidPrice,Jesse Estes,amy16@example.com,7363 Odonnell Bridge Suite 865- Randallborough- VA 90631,435.429.3034x9452,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Ltd,Ground,82,54124.1,23.19,54100.91,490,14,476
2021-10-24,Kristine,Electronics,Headphones,228.82,Sarah Wood,tiffany13@example.com,1146 Gibson Ways Apt. 906- North Brentshire- OH 71333,594.422.5714x239,Silver,Campos-Murillo,Lawsontown,822-222-4939,PLC,Air,66,15102.12,35.33,15066.79,394,74,320
2023-05-19,Pamela,Electronics,Headphones,651.11,Gerald Bennett,owensandra@example.org,41772 Adams Shore- West Timothy- OR 18691,(461)726-7813x9625,Silver,King-Rodriguez,South Lindatown,7724600682,LLC,Ground,83,54042.130000000005,153.63,53888.50000000001,408,276,132
2021-10-24,Martha,Books,Fiction,433.1,Cassandra Shepherd,joneserin@example.org,070 Jacobs Route- Laurenfurt- ID 83114,(481)928-8846x409,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,and Sons,Ground,56,24253.6,103.77,24149.83,106,62,44
2023-02-16,Tammy,InvalidCategory,Furniture,431.82,Robin Hawkins,sean04@example.com,94229 Kevin Rest Suite 333- Christinaland- FL 64712,5758628563,Silver,Campos-Murillo,Lawsontown,,PLC,Sea,98,42318.36,78.3,42240.06,396,328,68
2021-10-12,Martha,Books,Fiction,InvalidPrice,Chelsey Giles,gilbertjerome@example.net,8995 Erin Flat- West Evelyn- OH 80727,+1-296-906-7473,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Ground,11,4764.1,11.5,4752.6,50,50,0
2023-06-20,NonExistentProduct,Electronics,Mobile,847.43,Joseph Cox,,0575 Mason Islands- South Jacqueline- MA 60276,(416)500-7040x09025,Bronze,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Ltd,Ground,46,38981.78,18.29,38963.49,399,327,72
2023-05-16,NonExistentProduct,Books,Non-fiction,642.11,Miranda Nielsen,kenneththompson@example.org,329 Reynolds Pike- Port Kathleenmouth- IA 55480,882-498-2608x929,Silver,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,and Sons,Air,36,23115.96,117.06,22998.9,113,2,111
2022-06-20,Fred,Books,Academic,951.53,Melissa Howard,michael67@example.org,7720 Ricardo Trafficway- North Sarahaven- TN 18451,3595843879,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Ground,57,54237.21,283.88,53953.33,456,183,273
2022-11-21,Amy,Home & Garden,Decor,364.01,Craig Bailey,fulleraustin@example.net,76392 Heather Crest- Port Tristan- CO 43301,246-851-6665x87165,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,LLC,Air,13,4732.13,84.19,4647.9400000000005,484,107,377
2023-01-10,Martha,Books,Fiction,433.1,Cheryl Larson,harrissusan@example.org,Unit 0157 Box 6909- DPO AP 27722,001-738-902-9068x906,Gold,Campos-Murillo,Lawsontown,822-222-4939,PLC,Sea,45,19489.5,123.19,19366.31,125,32,93
2022-01-16,Fred,Books,Academic,951.53,Hannah Villa,chungjeffery@example.net,923 Christine Via- Hammondshire- GA 01745,001-584-975-9863,Silver,King-Rodriguez,South Lindatown,,Inc,Ground,77,73267.81,181.98,73085.83,378,364,14
2022-12-18,NonExistentProduct,InvalidCategory,Shirt,84019.0,Sarah Nguyen,estespeter@example.org,514 Dennis Bypass- Kimberlyport- GA 30835,(276)737-8036,Bronze,Smith PLC,Lake Candiceton,459-301-8580,LLC,Ground,87,73096.53,113.99,72982.54,493,259,234
04-12-2022,Robert,Electronics,Mobile,847.43,Joshua White,,Unit 6449 Box 5432- DPO AE 29636,(385)656-3749x53013,Gold,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Ground,24,20338.32,158.01,20180.31,349,187,162
2021-12-13,Justin,Electronics,Headphones,99999.99,Mark Ferguson,,5344 Tara Road- Port Christine- NJ 16815,414-725-8534x251,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Air,18,11880.9,28.76,11852.14,416,256,160
2021-10-03,NonExistentProduct,Home & Garden,Furniture,431.82,Austin Glass,kelsey36@example.org,3032 Mcdaniel Loop- Williamston- CT 44493,2173274622,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Inc,Ground,73,31522.86,102.24,31420.62,494,483,11
2023-02-19,Justin,Electronics,Headphones,660.05,Emily David,jsantiago@example.net,7064 Tracie Street Apt. 270- South Jasonmouth- AS 89809,+1-316-275-5413x508,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Sea,82,54124.1,150.34,53973.76,219,36,183
2023-05-01,NonExistentProduct,Toys,Educational,268.61,Scott Bradley,nmitchell@example.net,7062 Bailey Squares Apt. 000- East Dawn- AZ 01297,(319)321-5349x55338,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,Inc,Sea,92,24712.120000000003,44.23,24667.890000000003,163,126,37
2022-07-16,Wanda,Toys,Educational,268.61,John Prince,debra16@example.com,680 Davis Harbors- Markmouth- WV 58764,8825572458,Bronze,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,and Sons,Air,48,12893.28,27.12,12866.16,294,269,25
2022-05-01,Michael,Toys,Dolls,InvalidPrice,Kimberly Benson,joshuagarcia@example.com,50266 Carter Park- Frenchmouth- CT 96408,(213)933-6797,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,LLC,Sea,42,1941.66,10.81,1930.85,81,76,5
2023-09-26,Kristine,InvalidCategory,Headphones,228.82,Erik Rivera,,34567 Allen Dale Suite 835- Port Josephchester- AS 27965,6328809479,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Sea,97,22195.54,65.01,22130.53,121,47,74
2023-09-11,Wanda,Toys,Educational,99999.99,Paul Valentine,berryjuan@example.org,28934 Scott Green Suite 732- Russellport- DC 61753,635-275-8232x9658,Silver,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,Ltd,Air,48,12893.28,77.86,12815.42,447,258,189
2023-07-18,Justin,Electronics,Headphones,660.05,Brandon Lane,,28866 Davis Branch Apt. 367- New Andrew- TX 70400,2165459267,Silver,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Air,95,62704.74999999999,186.88,62517.87,161,56,105
2022-08-22,Kristine,Electronics,Headphones,228.82,Nicholas Collins,josegreen@example.org,950 Chapman Mountain Suite 995- Jimenezchester- CA 37999,+1-666-893-3932x79708,Bronze,Wagner- Jackson-Holt,Port Sarahview,,PLC,Ground,87,19907.34,50.4,19856.94,166,22,144
2022-03-31,Shannon,Home & Garden,Gardening Tools,68.01,Terry Ramos,joseph67@example.net,344 Amanda Row Apt. 463- South Catherinemouth- CO 34718,(837)544-2710x5696,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,Group,Ground,32,2176.32,18.24,2158.0800000000004,108,65,43
2022-11-26,Shawn,Electronics,Headphones,99999.99,Jessica Barrett,pwebb@example.com,318 Patrick Light Suite 868- Lake Ashley- NY 28101,001-629-711-5252,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Ltd,Air,84,38731.56,62.8,38668.76,357,185,172
2023-09-28,Marvin,Clothing,Shirt,99513.0,Erin Knox DVM,jeffreymorales@example.com,53009 Heather Mills Suite 807- West Maria- OK 56404,+1-896-772-0644x8462,Silver,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Sea,65,64683.45,0.59,64682.86,421,72,349
2022-12-30,Fred,InvalidCategory,Academic,951.53,Kathleen Carey,robbinswilliam@example.org,86150 Peck Lock Apt. 799- East Alexander- NY 46477,211.208.1204,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Ltd,Sea,16,15224.48,220.89,15003.59,55,40,15
2022-11-02,Justin,Electronics,Headphones,660.05,Courtney Richardson,afisher@example.com,480 Ross Manors- New Henry- SD 99654,+1-928-448-2370x773,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Air,40,26402.0,168.85,26233.15,499,245,254
2022-12-07,Elizabeth,Clothing,Shirt,840.19,Mark Sanchez,ylowery@example.net,7299 Mendoza View- Danielsmouth- WV 33757,001-946-568-1810,Gold,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,LLC,Air,79,66375.01000000001,175.54,66199.47000000002,104,98,6
2022-04-09,Kristine,Electronics,Headphones,228.82,Paul Wilson,joseph69@example.org,026 Holland Forks- Arnoldport- TN 16739,764-730-7401x15184,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,and Sons,Ground,33,7551.059999999999,24.35,7526.709999999999,114,91,23
2022-03-29,Justin,Electronics,Headphones,66005.0,Joshua Wilson,tanyamcgrath@example.net,94384 Perry Orchard- Michaelstad- TN 54337,(827)202-7098,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,LLC,Air,67,44223.35,97.47,44125.88,91,68,23
2023-01-11,Shannon,Home & Garden,Gardening Tools,68.01,Bryce Dixon,elizabeth14@example.net,8353 Potter Port Suite 747- East Mary- NC 67879,(590)893-2396,Gold,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,PLC,Air,64,4352.64,14.96,4337.68,446,64,382
2022-02-22,Martha,Books,Fiction,433.1,Michael Jackson,wellsmartin@example.net,377 Smith Prairie- Port Jamie- CT 17327,+1-716-750-6654x21190,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Ground,23,9961.3,57.95,9903.35,403,191,212
2022-04-13,NonExistentProduct,Home & Garden,Gardening Tools,68.01,Michele Orr,leelaura@example.org,54549 Jensen Spring- Port Mariachester- WV 27450,+1-641-353-0277x65466,Bronze,Thornton- Jackson-Gray,Leslieville,,PLC,Ground,67,4556.67,11.0,4545.67,84,49,35
2022-12-28,Angela,Toys,Action Figures,386.57,Jill Marsh,johnsonkristen@example.net,6052 Wilson Key Suite 313- Nicholsland- KS 66939,305-802-6392,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Air,33,12756.81,61.42,12695.39,339,4,335
2023-08-07,Anthony,InvalidCategory,Academic,693.39,Brian Rivas,,50262 Sanchez Terrace- Belltown- TX 38309,614.543.3095x5091,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Sea,44,30509.16,200.52,30308.64,351,342,9
2022-02-12,Michael,Toys,Dolls,46.23,Maria Escobar,charles32@example.com,46631 Long Vista- Ashleyhaven- NH 69751,902.516.8128x623,Silver,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Group,Air,19,878.3699999999999,11.57,866.7999999999998,446,110,336
2023-03-10,Michael,Toys,Dolls,46.23,Travis Thomas,jonathanschneider@example.net,3981 Mary Pines- South Michelleshire- AZ 72773,(363)676-3525,Silver,Peck Group,West Lindafurt,+1-838-976-6137,PLC,Ground,85,3929.55,13.3,3916.25,236,216,20
2023-05-30,Pamela,Electronics,Headphones,651.11,Alexander Meyer,,08765 Williams Crossroad Apt. 109- Port Elizabeth- DE 07896,+1-899-296-0376x87884,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,and Sons,Air,16,10417.76,44.29,10373.47,236,39,197
2022-05-23,Angela,Toys,Action Figures,386.57,Valerie Johnson,collinsjames@example.net,620 Armstrong Walks- Rodriguezview- ND 02306,439.754.9407x31882,Silver,Colon- Palmer-Welch,Antonioshire,,Ltd,Air,9,3479.13,35.55,3443.58,236,146,90
2023-08-10,Shawn,Electronics,Headphones,461.09,Jason Fowler,flowersrichard@example.net,7401 Ruiz Place Apt. 819- Johnsonhaven- AK 49925,648.788.8248x1086,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,LLC,Ground,11,5071.99,13.81,5058.179999999999,64,33,31
2022-05-27,Amy,InvalidCategory,Decor,364.01,Joseph Henderson,pclayton@example.net,753 Lauren Brooks Apt. 323- Port Stephenfurt- MI 53279,905.800.8762,Gold,King-Rodriguez,South Lindatown,7724600682,and Sons,Air,19,6916.19,2.19,6914.0,312,71,241
2022-12-23,Michael,Toys,Dolls,46.23,Holly Daniels,mark74@example.com,826 Hall Mount Suite 675- South Michael- AZ 18582,9392664381,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,and Sons,Air,41,1895.43,5.39,1890.04,454,389,65
2023-04-22,Marvin,Clothing,Shirt,InvalidPrice,Maria Daniels,,123 Swanson Island Apt. 572- Williamsshire- MP 62645,+1-391-278-9442x3089,Gold,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Ground,11,10946.43,236.95,10709.48,263,21,242
2022-12-16,Kristine,Electronics,Headphones,228.82,Stephanie Munoz,washingtonamy@example.org,117 Holmes Forest Apt. 605- Hoffmanborough- OH 04492,001-907-755-8850x4459,Bronze,Colon- Palmer-Welch,Antonioshire,,Ltd,Air,29,6635.78,55.46,6580.32,454,305,149
2023-06-04,Angela,InvalidCategory,Action Figures,386.57,George Rangel DDS,johnwatson@example.com,0980 Arthur Burgs- Huertafurt- PW 21079,001-442-671-9516x3686,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Air,77,29765.89,12.11,29753.78,458,284,174
2023-05-18,Nathaniel,Electronics,Camera,65235.0,Amy Reynolds,clarkedonald@example.net,272 Christopher Cove- East Kevin- MH 05169,916-936-6058x406,Gold,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Inc,Sea,84,54797.4,75.05,54722.35,65,12,53
2023-04-24,Elizabeth,Clothing,Shirt,840.19,Jacqueline Moore,joshuaallen@example.com,6034 Anthony Plaza Suite 668- East Joseborough- AZ 02592,+1-795-548-1809x81871,Bronze,Higgins-Sons,West Johnbury,230-568-4141,Group,Ground,63,52931.97,202.76,52729.21,202,42,160
2022-07-03,Tammy,Home & Garden,Furniture,431.82,Benjamin Rose,wdunn@example.net,PSC 8530- Box 5743- APO AE 47518,+1-801-286-1723x886,Gold,Soto-Rivera,West Denise,805-650-6257x5876,Ltd,Sea,94,40591.08,46.31,40544.77,259,45,214
2023-03-28,Nathaniel,Electronics,Camera,652.35,Lisa Fitzgerald,cwhitehead@example.org,4641 Eric Isle- Salinasshire- OK 43125,2117968786,Silver,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Sea,68,44359.8,21.21,44338.59,239,198,41
2022-07-17,Kristine,Electronics,Headphones,228.82,Tony Myers,mayethan@example.com,93457 Gregory Isle Apt. 205- Valenzuelaburgh- IN 04397,001-476-926-4898x79594,Gold,Higgins-Sons,West Johnbury,230-568-4141,Group,Air,24,5491.68,4.64,5487.04,482,433,49
2022-09-09,Martha,Books,Fiction,433.1,Paula Johnson,samuelrocha@example.com,043 Leslie Lake- Lake Lindsaychester- IA 42845,001-382-699-1056x4757,Gold,Higgins-Sons,West Johnbury,230-568-4141,Ltd,Sea,60,25986.0,40.79,25945.21,354,211,143
2022-02-01,Cynthia,Electronics,Headphones,InvalidPrice,Christopher Kennedy,smithkimberly@example.net,243 Erin Drives- West Edwardhaven- NH 38047,517-777-3605x237,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,LLC,Air,63,54989.55,48.52,54941.030000000006,247,122,125
2022-07-30,Martha,Books,Fiction,InvalidPrice,Catherine Henderson,dgriffin@example.org,1093 Kathryn Course Apt. 433- South Amandahaven- PA 97983,641-533-8004x54774,Bronze,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,Group,Ground,17,7362.700000000001,17.25,7345.450000000001,424,118,306
2022-12-07,Tammy,Home & Garden,Furniture,InvalidPrice,Jacqueline Miller,wilsonjoseph@example.net,33561 Samuel Ferry- Lake Andreburgh- MO 89397,(388)508-8007x473,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Ltd,Air,2,863.64,20.47,843.17,458,367,91
2022-07-18,Kristine,Electronics,Headphones,228.82,Mark Carney,richardsonbrittany@example.com,2775 Robinson Orchard Apt. 383- Carlosshire- NH 04776,001-474-639-7419x88958,Gold,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Ltd,Air,23,5262.86,25.18,5237.679999999999,418,269,149
2023-03-09,Jamie,Books,Fiction,930.3,Julia Andrews,weaverrandall@example.org,1189 Taylor Lodge- New Jenny- IN 89119,001-376-716-3488x82047,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Ltd,Ground,35,32560.5,175.93,32384.57,228,94,134
2023-06-30,Elizabeth,Clothing,Shirt,840.19,Judith Raymond,,0404 Taylor Keys- Jonathanland- LA 19670,914.237.7895x4152,Silver,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Ltd,Ground,16,13443.04,231.8,13211.240000000002,60,56,4
2023-08-24,Angela,Toys,Action Figures,386.57,Bradley Smith,garciashawn@example.com,Unit 6079 Box 2184- DPO AP 21061,(449)651-5198x65597,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Ground,87,33631.59,88.77,33542.82,401,359,42
2023-03-03,Martha,Books,Fiction,43310.0,Katrina Mcmillan,ian73@example.net,38073 Keller Trafficway Apt. 054- South Margaret- DC 44428,879.215.2575x409,Bronze,White-Sons,West Scott,288-572-7043,Group,Air,82,35514.200000000004,126.62,35387.58,489,59,430
2022-07-28,Cynthia,Electronics,Headphones,872.85,John Gill,hopkinssara@example.com,726 Jesse Club Apt. 094- East Veronica- NV 83072,582.995.7279,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Group,Sea,51,44515.35,257.32,44258.03,193,98,95
2022-10-23,Martha,InvalidCategory,Fiction,43310.0,Jennifer Clay,paul56@example.org,89533 Nicole Flat Apt. 917- Lake Erica- NJ 59691,001-847-629-9813x4006,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Air,98,42443.8,76.81,42366.990000000005,413,24,389
2022-02-09,Michael,Toys,Dolls,46.23,Abigail Parker,mflores@example.net,658 Matthew Ridges Apt. 408- Marshallport- NE 89550,(792)559-2283x27791,Bronze,Peck Group,West Lindafurt,,Group,Air,76,3513.48,1.49,3511.99,230,147,83
2023-03-24,Cynthia,Electronics,Headphones,872.85,Jamie Webb,ashley18@example.org,1217 Wilkerson Meadow Suite 895- Emilyburgh- MS 70752,917.578.2545x379,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,LLC,Ground,2,1745.7,201.58,1544.12,451,308,143
2022-11-29,Robert,Electronics,Mobile,84743.0,Elizabeth Pierce,waltershannon@example.net,0097 Laura Radial Suite 566- New Jennifertown- AL 22989,(284)841-5221,Silver,White-Sons,West Scott,288-572-7043,and Sons,Ground,11,9321.73,49.2,9272.53,321,99,222
2022-04-26,NonExistentProduct,Clothing,Shirt,995.13,Kevin Miller,martin16@example.net,07990 Charlene Springs Suite 791- South Josemouth- GU 21290,761.894.6085x468,Bronze,Peck Group,West Lindafurt,,LLC,Sea,90,89561.7,139.96,89421.73999999999,410,27,383
2023-01-05,Michael,Toys,Dolls,46.23,Heather Peterson DDS,lukepaul@example.com,31161 Sanders Points Suite 159- Rangelmouth- OH 15120,001-786-201-9784,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Sea,85,3929.55,4.86,3924.69,167,162,5
2023-06-18,Martha,Books,Fiction,433.1,Carol Oliver,haleybender@example.com,4450 Morgan Forge Suite 702- Rhodeshaven- DE 69459,760.839.6911x928,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,LLC,Sea,48,20788.800000000003,104.37,20684.430000000004,122,50,72
2023-01-20,Jamie,Books,Fiction,930.3,John Bradley,xdavies@example.com,565 Christopher Divide- Hammondview- MA 17875,001-272-438-9000x7204,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,and Sons,Air,76,70702.8,145.74,70557.06,207,127,80
2023-03-17,Shawn,Electronics,Headphones,461.09,Matthew Little,amandawright@example.net,50231 Morton Meadow- Briantown- FL 22450,791.420.6803x019,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,87,40114.83,125.44,39989.38999999999,267,215,52
2022-09-26,Pamela,Electronics,Headphones,651.11,Courtney Gonzalez,uerickson@example.net,57911 Holmes Branch- Hannaside- AK 50517,(753)288-5743,Silver,Brown-Miller,Seanfort,(502)758-2166,Inc,Sea,33,21486.63,83.17,21403.460000000003,165,162,3
2023-07-12,Nathaniel,Electronics,Camera,652.35,Courtney Christian,xgarcia@example.org,9391 Tucker Lodge- Fisherland- MS 17397,(898)251-2321x09330,Gold,White-Sons,West Scott,288-572-7043,Inc,Ground,23,15004.05,109.98,14894.070000000002,376,270,106
08-19-2022,Fred,Books,Academic,InvalidPrice,Michelle Hernandez,williamsonmargaret@example.com,6565 Roman Village Apt. 598- Kathyside- VA 23390,+1-265-432-2867,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,LLC,Air,44,41867.32,22.05,41845.27,152,145,7
2022-08-25,Fred,Books,Academic,0.01,Denise Garza,shane85@example.net,50749 Hansen Turnpike- Port Anthonyton- MA 44889,789.701.4074,Gold,Peck Group,West Lindafurt,+1-838-976-6137,LLC,Ground,28,26642.84,177.82,26465.02,323,143,180
2022-09-14,Shawn,Electronics,Headphones,461.09,Douglas Smith,xflores@example.net,6780 Hartman Corners- Lake Jonathanmouth- MD 37084,(696)814-9895,Silver,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Ltd,Ground,67,30893.03,109.75,30783.28,86,84,2
2023-06-06,Justin,Electronics,Headphones,InvalidPrice,Jessica Lee,oliviasmith@example.net,50965 Ronald Plain Apt. 349- Fordberg- OR 93108,+1-498-851-5554x441,Silver,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Air,16,10560.8,145.89,10414.91,495,208,287
2022-04-06,Robert,InvalidCategory,Mobile,InvalidPrice,Emily Cunningham,ocopeland@example.net,625 Klein Mill Apt. 936- Scottside- WV 06205,755.352.8797x80267,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Group,Sea,15,12711.45,172.45,12538.999999999998,70,38,32
2022-01-23,Tammy,Home & Garden,Furniture,431.82,Melissa Jones,nyates@example.com,57214 Harris Terrace Apt. 203- Luismouth- WV 33032,(911)716-6327x8636,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,and Sons,Sea,5,2159.1,106.74,2052.36,257,61,196
10-29-2021,NonExistentProduct,Home & Garden,Gardening Tools,0.01,Katelyn Smith,xjenkins@example.net,62714 Schmidt Flats- Lake Gregoryborough- MA 86061,+1-355-352-0100x369,Gold,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Ground,78,5304.780000000001,2.41,5302.370000000001,125,49,76
